id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
5464056,2017/03/26 6:43 PM IST,2017-03-26,2017-03-26 15:43:00 UTC,Jerusalem,100735,chandan,Chandan Pandey,2017-03-26 13:58:29 UTC,2023-07-19 05:10:34 UTC,research,,https://www.inaturalist.org/observations/5464056,https://static.inaturalist.org/photos/6728067/medium.jpg,,"",,9,0,false,,"NCBS Housing Complex, 6th B Main Road, 3rd Stage, Chikka Bommasandra, Behind Yalahanka New Town Bus stand, Saradha Nagar, Bengalore, Karnataka 560064, India",13.093514,77.578151,162,,,,162,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
6932998,2013/12/06 1:45 PM SAST,2013-12-06,2013-12-06 09:45:00 UTC,Pretoria,140956,markuslilje,markus lilje,2017-07-05 19:12:19 UTC,2023-07-23 16:54:51 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/6932998,https://inaturalist-open-data.s3.amazonaws.com/photos/8857221/medium.jpg,,"",,8,0,false,,"Shreenagar Rural, Rajasthan, India",27.1601754676,77.5245386801,1803,,,,1803,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
7584138,2016/10/02 2:26 PM EDT,2016-10-02,2016-10-02 18:26:00 UTC,Eastern Time (US & Canada),589608,muralimatta,muralimatta,2017-08-21 11:09:16 UTC,2023-08-31 07:37:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7584138,https://inaturalist-open-data.s3.amazonaws.com/photos/9907326/medium.jpg,,"",,2,0,false,,"Nallakunta, Andhra Pradesh 521225, India",16.5617219266,80.5671869684,,,,,,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
8024429,2017-08-26 3:16:46 p.m. GMT+05:30,2017-08-26,2017-08-26 09:46:46 UTC,Chennai,638405,wachira,Wachira Anjana,2017-09-21 15:21:36 UTC,2022-03-08 09:08:27 UTC,research,,https://www.inaturalist.org/observations/8024429,https://static.inaturalist.org/photos/10623470/medium.jpg,,"",Evening. Around 3pm. Bit dry roadside.,7,0,false,2,"Maharagama, LK-CO, LK",6.842685,79.9756433333,9,,,,9,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
8368021,2017-10-11 1:38:23 PM IST,2017-10-11,2017-10-11 10:38:23 UTC,Jerusalem,579708,ravinaidu,Ravi Naidu,2017-10-12 03:15:48 UTC,2023-07-23 16:55:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8368021,https://inaturalist-open-data.s3.amazonaws.com/photos/11126492/medium.jpeg,,"",,7,0,false,2,"Raighar-Deobhog Rd, Magar Roda, Odisha 493890, India",19.8987407684,82.5596008301,,,,,,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
10150961,2016/04/18 10:56 AM IST,2016-04-18,2016-04-18 07:56:00 UTC,Jerusalem,498661,jemuelstanley47,Jemuel Stanley,2018-03-09 12:44:45 UTC,2023-07-23 16:56:03 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/10150961,https://inaturalist-open-data.s3.amazonaws.com/photos/14007192/medium.jpeg,,"",,11,0,false,,"Gajanuru Mullakere, Karnataka 577202, India",13.8536483335,75.5222430386,53,,,,53,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
10178659,2018/03/06 11:37 AM KST,2018-03-06,2018-03-06 02:37:00 UTC,Seoul,94627,amarzee,Amaël Borzée,2018-03-11 04:40:56 UTC,2022-03-08 09:08:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10178659,https://inaturalist-open-data.s3.amazonaws.com/photos/14053994/medium.jpeg,,"",,7,0,false,,"Palindanuwara, Kalutara, Sri Lanka",6.4521766667,80.3082266667,,,,,,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
10323264,2017-11-03,2017-11-03,,New Delhi,795215,mushabbir,Meer Mushabbir Ali,2018-03-20 09:58:24 UTC,2022-03-20 17:05:43 UTC,research,,https://www.inaturalist.org/observations/10323264,https://static.inaturalist.org/photos/14308206/medium.jpg,,"","",8,0,false,,Osmania University ,17.413502,78.528736,,,,,,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
11181188,2014/01/14 10:56 PM CET,2014-01-14,2014-01-14 21:56:00 UTC,Paris,427689,neomorphus,Mikael Bauer,2018-04-19 20:59:07 UTC,2021-01-16 19:09:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11181188,https://inaturalist-open-data.s3.amazonaws.com/photos/15839926/medium.jpg,,"",,6,0,false,,"F-3, Uttarakhand, Indien",29.5846537992,78.8646697998,244,,,,244,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
11482461,2018-04-27 3:53:02 PM GMT+05:30,2018-04-27,2018-04-27 10:23:02 UTC,Chennai,577836,subhash_rajpurohit,Subhash Rajpurohit,2018-04-27 10:24:06 UTC,2023-07-23 16:56:24 UTC,research,,https://www.inaturalist.org/observations/11482461,https://static.inaturalist.org/photos/16389209/medium.jpg,,"","",13,0,false,2,"serenity botanical garden and library, Ahmadabad, IN-GJ, IN",23.11179,72.623228,22,,,,22,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
11975727,Tue Mar 20 2018 21:45:08 GMT+0530 (GMT+5:30),2018-03-20,2018-03-20 16:15:08 UTC,Chennai,870090,rpadmanas,,2018-05-01 06:15:29 UTC,2023-07-23 16:56:37 UTC,research,,https://www.inaturalist.org/observations/11975727,https://static.inaturalist.org/photos/17155407/medium.jpg,,"",,9,0,false,3,"Fort Valley Township, Kanayannur, Kerala, IN",10.0272310692,76.3547520866,46,,,,46,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
11975901,Tue May 01 2018 11:50:50 GMT+0530 (GMT+5:30),2018-05-01,2018-05-01 06:20:50 UTC,Chennai,870090,rpadmanas,,2018-05-01 06:22:01 UTC,2023-07-23 16:56:39 UTC,research,,https://www.inaturalist.org/observations/11975901,https://static.inaturalist.org/photos/17155899/medium.jpg,,"",,9,0,false,3,"Fort Valley Township, Kanayannur, Kerala, IN",10.0272853771,76.3547128637,19,,,,19,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
14198601,Wed Jun 16 2010 14:11:30 GMT+0530 (GMT+5:30),2010-06-16,2010-06-16 08:41:30 UTC,Chennai,202610,bijoy,Bijoy Venugopal,2018-07-09 14:30:26 UTC,2023-07-23 16:59:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14198601,https://inaturalist-open-data.s3.amazonaws.com/photos/21059083/medium.jpg,,"",,11,0,false,3,"8th Cross Road, Bengaluru South, Karnataka, IN",12.9285403126,77.6794288849,23,,,,23,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
14305132,2011-04-18 3:23:55 PM GMT+05:30,2011-04-18,2011-04-18 09:53:55 UTC,Chennai,135656,mayuresh_kulkarni,Mayuresh Kulkarni,2018-07-13 01:39:22 UTC,2023-07-29 06:33:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14305132,https://inaturalist-open-data.s3.amazonaws.com/photos/21247295/medium.jpeg,,"","Cobra, scientifically known as Naja naja, is one of the poisonous snake species native to the Indian subcontinent. It grows to an average height of 1 m and has two circular ocelli patterns on the rear of its hood. These patterns seem to be connected by a curved line, giving the look of spectacles. This is why the snake is also known as the Spectacled Cobra of India. A newborn cobra measures between 20 to 30 cm, but has fully functional venom glands. 

Mating Behavior 
Cobra snake lays its eggs during the period of April to July. The eggs, numbering between 12 and 30 eggs, are laid underground. The incubation period lasts for 48 to 69 days. 

Diet 
Spectacled Cobra of India survives on a diet consisting mainly of rodents. 

Natural Habitat
Cobra is usually found inhabiting open forests and farmlands of India. However, one may also see them in Indian cities, living in the sewers and underground drains. 

Relation with Indian Mythology 
Cobra snake is widely associated with Indian Hindu mythology. Lord Shiva is often portrayed with a protective cobra coiled around his neck. Lord Vishnu is usually represented as resting on the coiled body of Sheshnag, a snake deity with a number of cobra heads.",9,0,false,2,"Old Mumbai - Pune Hwy, Wakadewadi, Shivajinagar, Pune, Maharashtra 411003, India",18.544689491,73.8510156423,11154,,,,11154,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
15870747,2018-08-25 2:19:00 pm GMT+05:30,2018-08-25,2018-08-25 08:49:00 UTC,Chennai,1161401,lambersonuchauhan,Lamber Sonu Chauhan Chauhan,2018-08-25 10:50:26 UTC,2023-07-23 17:01:33 UTC,research,,https://www.inaturalist.org/observations/15870747,https://static.inaturalist.org/photos/23731013/medium.jpg,,"","Cobra 
",8,0,false,2,"Himachal Pradesh 172001, India",31.3810603402,77.6213499159,1052,,,,1052,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
16343892,2018-09-08 1:40:57 PM GMT+05:30,2018-09-08,2018-09-08 08:10:57 UTC,Chennai,1009776,atulsahaniwildlife,Atul Sahani,2018-09-09 03:37:04 UTC,2023-07-23 17:02:03 UTC,research,,https://www.inaturalist.org/observations/16343892,https://static.inaturalist.org/photos/24564818/medium.jpeg,,"",,8,0,false,2,"Koni, Bilaspur, Chhattisgarh, India",22.1336753659,82.1388892829,2064,,,,2064,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
16383261,2018-08-13 6:46:50 AM IST,2018-08-13,2018-08-13 03:46:50 UTC,Jerusalem,1196470,jageshwerverma,"",2018-09-10 07:13:03 UTC,2022-03-08 09:09:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16383261,https://inaturalist-open-data.s3.amazonaws.com/photos/24638137/medium.jpeg,,""," Indian cobra (Naja naja) also known as the spectacled cobra, Asian cobra, or binocellate cobra",9,0,false,2,"P-14, Avani Vihar Colony, Dubey Colony, Mowa, Raipur, Chhattisgarh 492007, India",21.2709988,81.6711202,23,,,,23,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
16960150,2014/10/06 8:37 AM IST,2014-10-06,2014-10-06 05:37:00 UTC,Jerusalem,735021,anilamanalil,"",2018-09-27 12:49:41 UTC,2023-07-23 17:02:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16960150,https://inaturalist-open-data.s3.amazonaws.com/photos/25637102/medium.jpeg,,"",,8,0,false,,"Railway Station Road, Kuruppan Kulangara, Kalappurackal, Cherthala, Kerala 688524, India",9.6912155,76.3254068,210,,,,210,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
17949047,2017-02-16,2017-02-16,,New Delhi,903635,workmonk,Nyanamoli Thero,2018-10-30 00:35:17 UTC,2022-03-08 09:09:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17949047,https://inaturalist-open-data.s3.amazonaws.com/photos/27427127/medium.jpg,,"","A wild large adult cobra, Knuckles mountains, Sri lanka",10,0,false,2,"Udadumbara, Sri Lanka",7.4058505569,80.8109349757,1395,,,,1395,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
17949106,Tue Oct 30 2018 00:26:41 GMT+0000 (GMT),2018-10-30,2018-10-30 00:26:41 UTC,UTC,738874,lanka_wildlife,"",2018-10-30 00:39:19 UTC,2022-05-03 12:24:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17949106,https://inaturalist-open-data.s3.amazonaws.com/photos/27427301/medium.jpg,,"",Photographed by Hillside Hermitage at Knuckles recently.  Indian cobra at 3000 ft.,9,0,false,3,"Knuckles Conservation Forest, , Central Province, LK",7.4233218139,80.8121304661,7496,,,,7496,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
18427087,2005/01/01 12:12 PM IST,2005-01-01,2005-01-01 10:12:00 UTC,Jerusalem,1185903,nidhincyriljoseph,Nidhin Cyril Joseph,2018-11-16 13:10:32 UTC,2022-03-08 09:09:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18427087,https://inaturalist-open-data.s3.amazonaws.com/photos/28169771/medium.jpg,,"",,10,0,false,,"ACPM Med College , Morane Pr. Laling, Maharashtra 424002, India",20.8987860116,74.7230136495,31,,,,31,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
18427089,2005/01/01 12:19 PM IST,2005-01-01,2005-01-01 10:19:00 UTC,Jerusalem,1185903,nidhincyriljoseph,Nidhin Cyril Joseph,2018-11-16 13:10:34 UTC,2022-03-08 09:09:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18427089,https://inaturalist-open-data.s3.amazonaws.com/photos/28169812/medium.jpg,,"",,10,0,false,,"ACPM Med College , Morane Pr. Laling, Maharashtra 424002, India",20.8987860116,74.7230136495,31,,,,31,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
18433783,Tue Oct 23 2018 03:41:39 GMT-0600 (MDT),2018-10-23,2018-10-23 09:41:39 UTC,Mountain Time (US & Canada),554918,choti,Choti Singh,2018-11-16 20:03:52 UTC,2022-03-08 09:09:17 UTC,research,,https://www.inaturalist.org/observations/18433783,https://static.inaturalist.org/photos/28180406/medium.jpg,,"",,8,0,false,3,"530014, Visakhapatnam, AP, IN",17.6817752505,83.2887429544,1564,,,,1564,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
18446368,2007/02/18 12:22 PM IST,2007-02-18,2007-02-18 10:22:00 UTC,Jerusalem,1185903,nidhincyriljoseph,Nidhin Cyril Joseph,2018-11-17 12:39:39 UTC,2023-07-23 17:11:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18446368,https://inaturalist-open-data.s3.amazonaws.com/photos/28201583/medium.jpeg,,"",,11,0,false,,"Professor Colony, Deopur, Dhule, Maharashtra 424002, India",20.9124185308,74.7726710805,244,,,,244,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
18450469,2007/09/12 12:33 PM IST,2007-09-12,2007-09-12 09:33:00 UTC,Jerusalem,1185903,nidhincyriljoseph,Nidhin Cyril Joseph,2018-11-17 17:16:54 UTC,2023-07-23 17:12:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18450469,https://inaturalist-open-data.s3.amazonaws.com/photos/28208548/medium.jpeg,,"",,9,0,false,,"ACPM Med College , Morane Pr. Laling, Maharashtra 424002, India",20.8987860116,74.7230136495,31,,,,31,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
19439525,2014/12/16 10:46 AM GMT,2014-12-16,2014-12-16 10:46:00 UTC,UTC,3376,wolfgang_wuster,Wolfgang Wüster,2019-01-05 10:50:16 UTC,2023-09-29 07:50:47 UTC,research,,https://www.inaturalist.org/observations/19439525,https://static.inaturalist.org/photos/29905501/medium.jpg,,"",,14,0,false,,"Hooghly, West Bengal, India",22.8314255788,88.1657109053,100,,,,100,,,false,,,Naja naja,Naja naja,Indian Cobra,Reptilia,53492
19545377,Wed Aug 22 2018 12:56:37 GMT+0530 (GMT+5:30),2018-08-22,2018-08-22 07:26:37 UTC,Chennai,1420224,anish6,Anish Patnaik,2019-01-10 03:25:16 UTC,2023-07-24 17:29:59 UTC,research,,https://www.inaturalist.org/observations/19545377,https://static.inaturalist.org/photos/30082903/medium.jpg,,"",,12,1,false,3,"576107, Udupi, Karnataka, IN",13.3385533333,74.790855,5,,,,5,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
19960128,2009/03/03 12:47 PM MSK,2009-03-03,2009-03-03 09:47:00 UTC,Moscow,1160263,entomokot,Konstantin,2019-01-30 02:05:19 UTC,2023-07-24 17:30:54 UTC,research,,https://www.inaturalist.org/observations/19960128,https://static.inaturalist.org/photos/30798487/medium.jpg,,"",,10,0,false,,"Юж. Гоа, Гоа, Индия",15.0846136701,74.0360838731,606,,,,606,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
21375100,Sat Mar 16 2019 07:46:58 GMT+0530 (GMT+5:30),2019-03-16,2019-03-16 02:16:58 UTC,Chennai,451932,pointandshoot,,2019-03-19 01:39:19 UTC,2023-07-23 17:17:34 UTC,research,,https://www.inaturalist.org/observations/21375100,https://static.inaturalist.org/photos/33063336/medium.jpg,,"",,11,0,false,3,"603112, Kancheepuram, Tamil Nadu, IN",12.754325,80.2330466667,5,,,,5,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
21445412,2019-03-11 4:12:56 PM GMT+05:30,2019-03-11,2019-03-11 10:42:56 UTC,Chennai,145009,rahulwildlife,Rahul kumar,2019-03-21 07:53:23 UTC,2023-07-23 17:17:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21445412,https://inaturalist-open-data.s3.amazonaws.com/photos/33180559/medium.jpeg,,"","Rescued from nalanda DFO office Bihar sharif,Kachahari Rd.",11,0,false,2,"Rana Bigha High School Rd, Rana Bigha, Bihar Sharif, Bihar 803101, India",25.1725497997,85.503744632,5,,,,5,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
21469845,2018-11-29 2:58:06 PM IST,2018-11-29,2018-11-29 09:28:06 UTC,Chennai,1406449,aakashraut,Aakash Raut,2019-03-22 01:37:36 UTC,2023-12-30 09:23:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21469845,https://inaturalist-open-data.s3.amazonaws.com/photos/33220034/medium.jpeg,,"",,18,0,false,2,"Unnamed Road, Rahimatpur, Maharashtra 415511, India",17.5816526739,74.2004618794,11,,,,11,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
21477786,2019-03-22 10:36:08 AM GMT+05:30,2019-03-22,2019-03-22 05:06:08 UTC,New Delhi,17614,balharsh,Harshjeet Singh Bal,2019-03-22 08:07:22 UTC,2023-07-23 17:18:03 UTC,research,CC-BY,https://www.inaturalist.org/observations/21477786,https://inaturalist-open-data.s3.amazonaws.com/photos/33233990/medium.jpeg,,"",,10,0,false,2,"Hill road, Cmc campus,9/9, Thorapadi - Bagayam Rd, Bagayam, Vellore, Tamil Nadu 632002, India",12.88057,79.1299816667,7,,,,7,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
21662932,2019-03-24 10:00:00 AM GMT+05:30,2019-03-24,2019-03-24 04:30:00 UTC,Chennai,1552387,prajvalk,,2019-03-27 13:01:47 UTC,2022-10-02 11:39:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21662932,https://inaturalist-open-data.s3.amazonaws.com/photos/33540346/medium.jpeg,,"","",10,0,false,2,"Thane creek Flamingo Sanctuary , Mulund East, Mumbai, Maharashtra 400042, India",19.1423055455,72.964669615,132,,,,132,,,false,gps,gps,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
21906859,2019-04-02T16:22,2019-04-02,2019-04-02 05:22:00 UTC,Sydney,196849,questagame,QuestaGame,2019-04-02 13:03:15 UTC,2022-12-14 22:45:16 UTC,research,CC-BY,https://www.inaturalist.org/observations/21906859,https://inaturalist-open-data.s3.amazonaws.com/photos/33945793/medium.jpeg,,"","Sighting and photos (c) hasitha.
Field Notes - The Cobra is swallowing a viper.

The?Indian cobra?(Naja naja) also known as the?spectacled cobra,?Asian cobra, orbinocellate cobra?is a?species?of the genusNaja?found in?India,?Pakistan,?Bangladesh,?Sri Lanka,?Nepal, and?Bhutan, and a member of the?""big four""?species that inflict the mostsnakebites?on humans in India",10,0,false,111,"Matale, LK-MT, LK",7.451899,80.610818,,,,,,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
22159075,2019/03/08 12:10 PM HST,2019-03-08,2019-03-08 22:10:00 UTC,Hawaii,973677,denis_m,Denis Makhnovsky,2019-04-07 20:36:49 UTC,2022-03-08 09:09:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22159075,https://inaturalist-open-data.s3.amazonaws.com/photos/34306423/medium.jpeg,,"",,10,0,false,,"Хамбантота, Шри-Ланка",6.0468850972,80.855751675,4,,,,4,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
22219800,2019-04-08T20:30,2019-04-08,2019-04-08 10:30:00 UTC,Sydney,1578246,thilinahettiarachchi,Thilina Hettiarachchi,2019-04-09 01:12:20 UTC,2022-03-08 17:20:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/22219800,https://inaturalist-open-data.s3.amazonaws.com/photos/34406268/medium.jpg,,"","",10,0,false,111,"K.F.G. & G. Korale, LK-KY, LK",7.240382,80.602435,,,,,,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
22348378,2019-04-10T15:23,2019-04-10,2019-04-10 05:23:00 UTC,Sydney,196849,questagame,QuestaGame,2019-04-11 23:19:03 UTC,2022-03-08 09:10:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/22348378,https://inaturalist-open-data.s3.amazonaws.com/photos/34612771/medium.jpeg,,"","Sighting and photos (c) dodo2.
Field Notes - This cobra was found during night field visit. They use their hood to warn or frigten its predators. It had neurotoxin venom and Naja is one of deadly venomus snakes in sri lanka",11,0,false,111,"K.F.G. & G. Korale, LK-KY, LK",7.2632466667,80.596375,,,,,,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
22504115,2018/08/19 6:25 AM HST,2018-08-19,2018-08-19 16:25:00 UTC,Hawaii,1410926,yuvanaves,Yuvan Aves,2019-04-15 05:37:47 UTC,2023-07-23 17:18:42 UTC,research,,https://www.inaturalist.org/observations/22504115,https://static.inaturalist.org/photos/34864366/medium.jpeg,,"",,10,0,false,,"Vadanemmeli, Tamil Nadu, India",12.7078321,80.223766,1367,,,,1367,,,false,,,Indian Cobra,Naja naja,Indian Cobra,Reptilia,53492
